Player,Country,Matches,Innings,Wickets,Runs,Best-bowling-figure,Strike-Rate,Average,Economy,4-Wickets,Fifer,Starting Year,Ending Year
WCA Ganegama,Sri Lanka,4,3,2,88,2/27,33.0,44.0,8.0,0,0,2001,2006
Gazi Ashraf,Bangladesh,7,3,2,33,1/7,25.5,16.5,3.88,0,0,1986,1990
LR Gibbs,West Indies,3,3,2,59,1/12,78.0,29.5,2.26,0,0,1973,1975
Golam Faruq,Bangladesh,5,5,2,116,1/22,93.0,58.0,3.74,0,0,1986,1990
MS Gony,India,2,2,2,76,2/65,39.0,38.0,5.84,0,0,2008,2008
TR Gripper,Zimbabwe,8,6,2,76,2/28,60.0,38.0,3.8,0,0,2001,2003
TGJ Gruijters,Netherlands,5,4,2,79,2/37,60.0,39.5,3.95,0,0,2010,2013
Hammad Azam,Pakistan,11,8,2,169,1/21,99.0,84.5,5.12,0,0,2011,2015
SM Harwood,Australia,1,1,2,57,2/57,30.0,28.5,5.7,0,0,2009,2009
R Hekure,Papua New Guinea,1,1,2,32,2/32,30.0,16.0,3.2,0,0,2019,2019
CC Henry,Canada,2,2,2,53,2/27,45.0,26.5,3.53,0,0,1979,1979
O Henry,South Africa,3,3,2,125,1/31,74.5,62.5,5.03,0,0,1992,1992
H Hiri,Papua New Guinea,7,4,2,56,1/6,30.0,28.0,5.6,0,0,2016,2019
RG Holland,Australia,2,2,2,99,2/49,63.0,49.5,4.71,0,0,1985,1985
MEK Hussey,Australia,185,13,2,235,1/22,120.0,117.5,5.87,0,0,2004,2012
AP Igglesden,England,4,4,2,122,2/12,84.0,61.0,4.35,0,0,1994,1994
Irfan Bhatti,Pakistan,1,1,2,22,2/22,24.0,11.0,2.75,0,0,1993,1993
Jahangir Shah,Bangladesh,5,5,2,172,2/23,117.0,86.0,4.41,0,0,1986,1990
K Jethi,Canada,3,3,2,85,2/39,51.0,42.5,5.0,0,0,2008,2008
LWS Kaluperuma,Sri Lanka,4,4,2,137,1/35,104.0,68.5,3.95,0,0,1975,1982
SHT Kandamby,Sri Lanka,39,9,2,173,2/37,87.0,86.5,5.96,0,0,2004,2014
CK Kapugedera,Sri Lanka,102,10,2,225,1/24,132.0,112.5,5.11,0,0,2006,2017
VJ Kingma,Netherlands,3,3,2,107,1/47,63.0,53.5,5.09,0,0,2014,2019
DB Kotze,Namibia,6,6,2,256,1/32,141.0,128.0,5.44,0,0,2003,2003
GJP Kruger,South Africa,3,3,2,139,1/43,69.0,69.5,6.04,0,0,2006,2006
NR Kumar,Canada,16,2,2,63,2/40,33.0,31.5,5.72,0,0,2010,2014
AV Lalcheta,Oman,2,2,2,62,2/35,42.0,31.0,4.42,0,0,2019,2019
Liaqat Ali,Pakistan,3,3,2,111,1/41,94.0,55.5,3.54,0,0,1977,1978
J Louw,South Africa,3,3,2,148,1/45,78.0,74.0,5.69,0,0,2008,2008
GD McKenzie,Australia,1,1,2,22,2/22,30.0,11.0,2.2,0,0,1971,1971
Mansoor Akhtar,Pakistan,41,9,2,110,1/7,69.0,55.0,4.78,0,0,1980,1990
GC Martin,Zimbabwe,5,4,2,95,1/15,66.0,47.5,4.31,0,0,1994,1995
SC Meaker,England,2,2,2,110,1/45,57.0,55.0,5.78,0,0,2011,2011
KP Meiyappan,UAE,2,2,2,78,2/39,54.0,39.0,4.33,0,0,2019,2019
Mohammed Qasim,UAE,5,3,2,71,1/13,60.0,35.5,3.55,0,0,2017,2017
Morshed Ali Khan,Bangladesh,3,3,2,85,1/26,69.0,42.5,3.69,0,0,1998,1998
PV Mpitsang,South Africa,2,2,2,63,2/49,30.0,31.5,6.3,0,0,1999,1999
J Mubarak,Sri Lanka,40,8,2,95,1/10,64.5,47.5,4.41,0,0,2002,2013
SP Mukherjee,India,3,3,2,98,1/30,87.0,49.0,3.37,0,0,1990,1991
MG Neser,Australia,2,2,2,120,2/46,50.0,60.0,7.2,0,0,2018,2018
IA Nicolson,Zimbabwe,2,2,2,118,1/44,36.0,59.0,9.83,0,0,2010,2010
KJ O'Keeffe,Australia,2,2,2,79,1/36,66.0,39.5,3.59,0,0,1977,1977
DR O'Sullivan,New Zealand,3,3,2,123,1/38,84.0,61.5,4.39,0,0,1974,1976
Parvez Rasool,India,1,1,2,60,2/60,30.0,30.0,6.0,0,0,2014,2014
RR Patel,Kenya,39,7,2,135,1/14,84.0,67.5,4.82,0,0,2008,2014
R Pathan,Canada,1,1,2,50,2/50,18.0,25.0,8.33,0,0,2013,2013
J Patraj,Canada,2,2,2,76,1/27,45.0,38.0,5.06,0,0,2007,2007
HSM Pieris,Sri Lanka,3,3,2,135,2/68,66.0,67.5,6.13,0,0,1975,1975
NV Radford,England,6,6,2,230,1/32,174.0,115.0,3.96,0,0,1988,1988
P Raho,Papua New Guinea,1,1,2,32,2/32,22.5,16.0,4.26,0,0,2014,2014
WV Raman,India,27,7,2,170,1/23,81.0,85.0,6.29,0,0,1988,1996
AN Ranasinghe,Sri Lanka,9,8,2,281,1/21,162.0,140.5,5.2,0,0,1975,1982
NLK Ratnayake,Sri Lanka,2,2,2,98,1/39,50.5,49.0,5.82,0,0,1989,1990
RA Reifer,West Indies,2,2,2,54,2/23,26.5,27.0,6.11,0,0,2019,2019
GJ Rennie,Zimbabwe,40,4,2,75,1/17,45.0,37.5,5.0,0,0,1996,2003
CEB Rice,South Africa,3,3,2,114,1/46,69.0,57.0,4.95,0,0,1991,1991
EJ Richardson,Ireland,2,2,2,54,2/39,33.0,27.0,4.9,0,0,2013,2013
Rizwan Latif,UAE,1,1,2,69,2/69,27.0,34.5,7.66,0,0,2004,2004
Robiul Islam,Bangladesh,3,3,2,117,1/21,66.5,58.5,5.27,0,0,2013,2013
LN Roche,Zimbabwe,3,3,2,157,1/54,69.0,78.5,6.82,0,0,2018,2018
Rokhan Barakzai,Afghanistan,1,1,2,45,2/45,30.0,22.5,4.5,0,0,2015,2015
Saadat Ali,Pakistan,8,2,2,29,2/24,13.5,14.5,6.44,0,0,1984,1984
Sadiq Mohammad,Pakistan,19,2,2,26,2/20,19.0,13.0,4.1,0,0,1973,1980
NA Saini,India,1,1,2,58,2/58,30.0,29.0,5.8,0,0,2019,2019
Sajjad Akbar,Pakistan,2,1,2,45,2/45,30.0,22.5,4.5,0,0,1990,1990
RB Simpson,Australia,2,2,2,95,2/30,51.0,47.5,5.58,0,0,1978,1978
CL Smith,England,4,2,2,28,2/8,18.0,14.0,4.66,0,0,1984,1984
Sohail Butt,UAE,2,2,2,79,2/52,39.0,39.5,6.07,0,0,1994,1994
RW Staple,USA,2,1,2,76,2/76,30.0,38.0,7.6,0,0,2004,2004
PC Strydom,South Africa,10,7,2,206,1/18,126.0,103.0,4.9,0,0,2000,2000
T Taibu,Zimbabwe,150,2,2,61,2/42,42.0,30.5,4.35,0,0,2001,2012
Tanvir Ahmed,Pakistan,2,2,2,83,1/38,30.0,41.5,8.3,0,0,2011,2011
DC Thomas,West Indies,21,1,2,11,2/11,3.5,5.5,9.42,0,0,2009,2013
PIC Thompson,West Indies,2,2,2,110,1/46,57.0,55.0,5.78,0,0,1997,1997
GP Thorpe,England,82,5,2,97,2/15,60.0,48.5,4.85,0,0,1993,2002
